order_id,item_id,product_id,quantity,item_list_price,discount,revenue,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,order_status_label,first_name,last_name,customer_name,customer_phone,customer_email,customer_street,customer_city,customer_state,customer_zip,store_name,store_phone,store_email,store_street,store_city,store_state,store_zip,staff_name,product_name,model_year,product_list_price,brand_name,category_name
425,3,19,1,449.0,0.05,426.55,843,4,2016-09-08,2016-09-11,2016-09-11,2,6,Completed,Tessie,Farmer,Tessie Farmer,,tessie.farmer@msn.com,870 Cottage Ave. ,Plattsburgh,NY,12901,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Pure Cycles William 3-Speed - 2016,2016,449.0,Pure Cycles,Cruisers Bicycles
426,1,10,1,1549.0,0.1,1394.1,944,4,2016-09-08,2016-09-10,2016-09-10,2,6,Completed,Tonja,Henderson,Tonja Henderson,,tonja.henderson@aol.com,82 Alton St. ,Scarsdale,NY,10583,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Surly Straggler - 2016,2016,1549.0,Surly,Cyclocross Bicycles
426,2,23,2,299.99,0.05,569.981,944,4,2016-09-08,2016-09-10,2016-09-10,2,6,Completed,Tonja,Henderson,Tonja Henderson,,tonja.henderson@aol.com,82 Alton St. ,Scarsdale,NY,10583,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2016,299.99,Electra,Children Bicycles
427,1,12,2,549.99,0.07,1022.9814,434,4,2016-09-09,2016-09-10,2016-09-11,1,2,Completed,Douglass,Little,Douglass Little,,douglass.little@hotmail.com,294 Harvey Drive ,Duarte,CA,91010,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya Copeland,Electra Townie Original 21D - 2016,2016,549.99,Electra,Cruisers Bicycles
427,2,15,2,529.99,0.1,953.982,434,4,2016-09-09,2016-09-10,2016-09-11,1,2,Completed,Douglass,Little,Douglass Little,,douglass.little@hotmail.com,294 Harvey Drive ,Duarte,CA,91010,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya Copeland,Electra Moto 1 - 2016,2016,529.99,Electra,Cruisers Bicycles
427,3,26,2,599.99,0.07,1115.9814,434,4,2016-09-09,2016-09-10,2016-09-11,1,2,Completed,Douglass,Little,Douglass Little,,douglass.little@hotmail.com,294 Harvey Drive ,Duarte,CA,91010,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya Copeland,Electra Townie Original 7D EQ - 2016,2016,599.99,Electra,Comfort Bicycles
428,1,5,2,1320.99,0.2,2113.5840000000003,1039,4,2016-09-09,2016-09-12,2016-09-10,2,6,Completed,Bee,Baker,Bee Baker,,bee.baker@aol.com,307 E. Magnolia St. ,Liverpool,NY,13090,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Heller Shagamaw Frame - 2016,2016,1320.99,Heller,Mountain Bikes
428,2,14,1,269.99,0.2,215.992,1039,4,2016-09-09,2016-09-12,2016-09-10,2,6,Completed,Bee,Baker,Bee Baker,,bee.baker@aol.com,307 E. Magnolia St. ,Liverpool,NY,13090,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,269.99,Electra,Cruisers Bicycles
429,1,11,1,1680.99,0.2,1344.792,153,4,2016-09-10,2016-09-12,2016-09-12,3,8,Completed,Laraine,Robbins,Laraine Robbins,,laraine.robbins@yahoo.com,8214 E. Pin Oak Lane ,San Angelo,TX,76901,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088,Kali Vargas,Surly Straggler 650b - 2016,2016,1680.99,Surly,Cyclocross Bicycles
429,2,4,2,2899.99,0.1,5219.982,153,4,2016-09-10,2016-09-12,2016-09-12,3,8,Completed,Laraine,Robbins,Laraine Robbins,,laraine.robbins@yahoo.com,8214 E. Pin Oak Lane ,San Angelo,TX,76901,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088,Kali Vargas,Trek Fuel EX 8 29 - 2016,2016,2899.99,Trek,Mountain Bikes
429,3,5,2,1320.99,0.05,2509.881,153,4,2016-09-10,2016-09-12,2016-09-12,3,8,Completed,Laraine,Robbins,Laraine Robbins,,laraine.robbins@yahoo.com,8214 E. Pin Oak Lane ,San Angelo,TX,76901,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088,Kali Vargas,Heller Shagamaw Frame - 2016,2016,1320.99,Heller,Mountain Bikes
429,4,6,1,469.99,0.07,437.0907,153,4,2016-09-10,2016-09-12,2016-09-12,3,8,Completed,Laraine,Robbins,Laraine Robbins,,laraine.robbins@yahoo.com,8214 E. Pin Oak Lane ,San Angelo,TX,76901,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088,Kali Vargas,Surly Ice Cream Truck Frameset - 2016,2016,469.99,Surly,Mountain Bikes
429,5,2,1,749.99,0.1,674.991,153,4,2016-09-10,2016-09-12,2016-09-12,3,8,Completed,Laraine,Robbins,Laraine Robbins,,laraine.robbins@yahoo.com,8214 E. Pin Oak Lane ,San Angelo,TX,76901,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088,Kali Vargas,Ritchey Timberwolf Frameset - 2016,2016,749.99,Ritchey,Mountain Bikes
430,1,22,2,269.99,0.1,485.982,272,4,2016-09-11,2016-09-13,2016-09-12,2,6,Completed,Deja,Chaney,Deja Chaney,,deja.chaney@hotmail.com,52 Woodside Ave. ,Jamaica,NY,11432,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,269.99,Electra,Children Bicycles
430,2,11,1,1680.99,0.07,1563.3207,272,4,2016-09-11,2016-09-13,2016-09-12,2,6,Completed,Deja,Chaney,Deja Chaney,,deja.chaney@hotmail.com,52 Woodside Ave. ,Jamaica,NY,11432,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Surly Straggler 650b - 2016,2016,1680.99,Surly,Cyclocross Bicycles
430,3,4,2,2899.99,0.2,4639.984,272,4,2016-09-11,2016-09-13,2016-09-12,2,6,Completed,Deja,Chaney,Deja Chaney,,deja.chaney@hotmail.com,52 Woodside Ave. ,Jamaica,NY,11432,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Trek Fuel EX 8 29 - 2016,2016,2899.99,Trek,Mountain Bikes
430,4,13,2,269.99,0.2,431.984,272,4,2016-09-11,2016-09-13,2016-09-12,2,6,Completed,Deja,Chaney,Deja Chaney,,deja.chaney@hotmail.com,52 Woodside Ave. ,Jamaica,NY,11432,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Electra Cruiser 1 (24-Inch) - 2016,2016,269.99,Electra,Cruisers Bicycles
430,5,8,1,1799.99,0.2,1439.9920000000002,272,4,2016-09-11,2016-09-13,2016-09-12,2,6,Completed,Deja,Chaney,Deja Chaney,,deja.chaney@hotmail.com,52 Woodside Ave. ,Jamaica,NY,11432,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Trek Remedy 29 Carbon Frameset - 2016,2016,1799.99,Trek,Mountain Bikes
431,1,14,2,269.99,0.2,431.984,1217,4,2016-09-11,2016-09-12,2016-09-12,2,6,Completed,Carlie,Terrell,Carlie Terrell,(914) 517-8036,carlie.terrell@yahoo.com,7437 Snake Hill Road ,Yonkers,NY,10701,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,269.99,Electra,Cruisers Bicycles
431,2,6,1,469.99,0.1,422.991,1217,4,2016-09-11,2016-09-12,2016-09-12,2,6,Completed,Carlie,Terrell,Carlie Terrell,(914) 517-8036,carlie.terrell@yahoo.com,7437 Snake Hill Road ,Yonkers,NY,10701,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Surly Ice Cream Truck Frameset - 2016,2016,469.99,Surly,Mountain Bikes
431,3,18,1,449.0,0.2,359.20000000000005,1217,4,2016-09-11,2016-09-12,2016-09-12,2,6,Completed,Carlie,Terrell,Carlie Terrell,(914) 517-8036,carlie.terrell@yahoo.com,7437 Snake Hill Road ,Yonkers,NY,10701,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Pure Cycles Western 3-Speed - Women's - 2015/2016,2016,449.0,Pure Cycles,Cruisers Bicycles
431,4,13,2,269.99,0.07,502.1814,1217,4,2016-09-11,2016-09-12,2016-09-12,2,6,Completed,Carlie,Terrell,Carlie Terrell,(914) 517-8036,carlie.terrell@yahoo.com,7437 Snake Hill Road ,Yonkers,NY,10701,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Electra Cruiser 1 (24-Inch) - 2016,2016,269.99,Electra,Cruisers Bicycles
431,5,19,1,449.0,0.07,417.57,1217,4,2016-09-11,2016-09-12,2016-09-12,2,6,Completed,Carlie,Terrell,Carlie Terrell,(914) 517-8036,carlie.terrell@yahoo.com,7437 Snake Hill Road ,Yonkers,NY,10701,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Pure Cycles William 3-Speed - 2016,2016,449.0,Pure Cycles,Cruisers Bicycles
432,1,10,2,1549.0,0.2,2478.4,169,4,2016-09-12,2016-09-15,2016-09-14,1,2,Completed,Karla,Kirk,Karla Kirk,,karla.kirk@yahoo.com,9718 Harvard Rd. ,Palos Verdes Peninsula,CA,90274,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya Copeland,Surly Straggler - 2016,2016,1549.0,Surly,Cyclocross Bicycles
432,2,7,2,3999.99,0.05,7599.980999999999,169,4,2016-09-12,2016-09-15,2016-09-14,1,2,Completed,Karla,Kirk,Karla Kirk,,karla.kirk@yahoo.com,9718 Harvard Rd. ,Palos Verdes Peninsula,CA,90274,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya Copeland,Trek Slash 8 27.5 - 2016,2016,3999.99,Trek,Mountain Bikes
433,1,6,1,469.99,0.1,422.991,1062,4,2016-09-12,2016-09-15,2016-09-13,2,6,Completed,Jerri,Guthrie,Jerri Guthrie,,jerri.guthrie@msn.com,95 Sugar Dr. ,Carmel,NY,10512,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Surly Ice Cream Truck Frameset - 2016,2016,469.99,Surly,Mountain Bikes
433,2,10,1,1549.0,0.2,1239.2,1062,4,2016-09-12,2016-09-15,2016-09-13,2,6,Completed,Jerri,Guthrie,Jerri Guthrie,,jerri.guthrie@msn.com,95 Sugar Dr. ,Carmel,NY,10512,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Surly Straggler - 2016,2016,1549.0,Surly,Cyclocross Bicycles
433,3,24,1,549.99,0.1,494.991,1062,4,2016-09-12,2016-09-15,2016-09-13,2,6,Completed,Jerri,Guthrie,Jerri Guthrie,,jerri.guthrie@msn.com,95 Sugar Dr. ,Carmel,NY,10512,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Electra Townie Original 21D - 2016,2016,549.99,Electra,Comfort Bicycles
433,4,4,1,2899.99,0.2,2319.992,1062,4,2016-09-12,2016-09-15,2016-09-13,2,6,Completed,Jerri,Guthrie,Jerri Guthrie,,jerri.guthrie@msn.com,95 Sugar Dr. ,Carmel,NY,10512,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Trek Fuel EX 8 29 - 2016,2016,2899.99,Trek,Mountain Bikes
434,1,21,1,269.99,0.05,256.4905,726,4,2016-09-13,2016-09-15,2016-09-14,2,6,Completed,Rochell,Cantrell,Rochell Cantrell,,rochell.cantrell@yahoo.com,437 Water Dr. ,Port Jefferson Station,NY,11776,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Electra Cruiser 1 (24-Inch) - 2016,2016,269.99,Electra,Children Bicycles
434,2,20,1,599.99,0.1,539.991,726,4,2016-09-13,2016-09-15,2016-09-14,2,6,Completed,Rochell,Cantrell,Rochell Cantrell,,rochell.cantrell@yahoo.com,437 Water Dr. ,Port Jefferson Station,NY,11776,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Electra Townie Original 7D EQ - Women's - 2016,2016,599.99,Electra,Cruisers Bicycles
434,3,9,1,2999.99,0.2,2399.992,726,4,2016-09-13,2016-09-15,2016-09-14,2,6,Completed,Rochell,Cantrell,Rochell Cantrell,,rochell.cantrell@yahoo.com,437 Water Dr. ,Port Jefferson Station,NY,11776,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Trek Conduit+ - 2016,2016,2999.99,Trek,Electric Bikes
434,4,11,2,1680.99,0.07,3126.6414,726,4,2016-09-13,2016-09-15,2016-09-14,2,6,Completed,Rochell,Cantrell,Rochell Cantrell,,rochell.cantrell@yahoo.com,437 Water Dr. ,Port Jefferson Station,NY,11776,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Surly Straggler 650b - 2016,2016,1680.99,Surly,Cyclocross Bicycles
434,5,18,2,449.0,0.05,853.0999999999999,726,4,2016-09-13,2016-09-15,2016-09-14,2,6,Completed,Rochell,Cantrell,Rochell Cantrell,,rochell.cantrell@yahoo.com,437 Water Dr. ,Port Jefferson Station,NY,11776,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Pure Cycles Western 3-Speed - Women's - 2015/2016,2016,449.0,Pure Cycles,Cruisers Bicycles
435,1,22,1,269.99,0.05,256.4905,77,4,2016-09-14,2016-09-15,2016-09-16,3,9,Completed,Keri,Bridges,Keri Bridges,,keri.bridges@gmail.com,8504 Brickell Ave. ,Richardson,TX,75080,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088,Layla Terrell,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,269.99,Electra,Children Bicycles
435,2,9,1,2999.99,0.05,2849.9905,77,4,2016-09-14,2016-09-15,2016-09-16,3,9,Completed,Keri,Bridges,Keri Bridges,,keri.bridges@gmail.com,8504 Brickell Ave. ,Richardson,TX,75080,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088,Layla Terrell,Trek Conduit+ - 2016,2016,2999.99,Trek,Electric Bikes
435,3,18,1,449.0,0.05,426.55,77,4,2016-09-14,2016-09-15,2016-09-16,3,9,Completed,Keri,Bridges,Keri Bridges,,keri.bridges@gmail.com,8504 Brickell Ave. ,Richardson,TX,75080,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088,Layla Terrell,Pure Cycles Western 3-Speed - Women's - 2015/2016,2016,449.0,Pure Cycles,Cruisers Bicycles
436,1,3,1,999.99,0.05,949.9905,791,4,2016-09-16,2016-09-19,2016-09-19,2,7,Completed,Yun,Nelson,Yun Nelson,,yun.nelson@hotmail.com,529 Durham Street ,Ballston Spa,NY,12020,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita Daniel,Surly Wednesday Frameset - 2016,2016,999.99,Surly,Mountain Bikes
436,2,23,1,299.99,0.2,239.992,791,4,2016-09-16,2016-09-19,2016-09-19,2,7,Completed,Yun,Nelson,Yun Nelson,,yun.nelson@hotmail.com,529 Durham Street ,Ballston Spa,NY,12020,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita Daniel,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2016,299.99,Electra,Children Bicycles
437,1,3,1,999.99,0.05,949.9905,1085,4,2016-09-16,2016-09-18,2016-09-18,2,7,Completed,Adam,Thornton,Adam Thornton,,adam.thornton@hotmail.com,755 East Henry Lane ,Central Islip,NY,11722,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita Daniel,Surly Wednesday Frameset - 2016,2016,999.99,Surly,Mountain Bikes
437,2,10,1,1549.0,0.05,1471.55,1085,4,2016-09-16,2016-09-18,2016-09-18,2,7,Completed,Adam,Thornton,Adam Thornton,,adam.thornton@hotmail.com,755 East Henry Lane ,Central Islip,NY,11722,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita Daniel,Surly Straggler - 2016,2016,1549.0,Surly,Cyclocross Bicycles
437,3,8,2,1799.99,0.05,3419.981,1085,4,2016-09-16,2016-09-18,2016-09-18,2,7,Completed,Adam,Thornton,Adam Thornton,,adam.thornton@hotmail.com,755 East Henry Lane ,Central Islip,NY,11722,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita Daniel,Trek Remedy 29 Carbon Frameset - 2016,2016,1799.99,Trek,Mountain Bikes
438,1,4,1,2899.99,0.07,2696.9907,314,4,2016-09-16,2016-09-19,2016-09-18,3,8,Completed,Javier,Nichols,Javier Nichols,,javier.nichols@msn.com,8944 Marconi St. ,Rowlett,TX,75088,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088,Kali Vargas,Trek Fuel EX 8 29 - 2016,2016,2899.99,Trek,Mountain Bikes
438,2,22,1,269.99,0.1,242.991,314,4,2016-09-16,2016-09-19,2016-09-18,3,8,Completed,Javier,Nichols,Javier Nichols,,javier.nichols@msn.com,8944 Marconi St. ,Rowlett,TX,75088,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088,Kali Vargas,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,269.99,Electra,Children Bicycles
438,3,8,2,1799.99,0.05,3419.981,314,4,2016-09-16,2016-09-19,2016-09-18,3,8,Completed,Javier,Nichols,Javier Nichols,,javier.nichols@msn.com,8944 Marconi St. ,Rowlett,TX,75088,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088,Kali Vargas,Trek Remedy 29 Carbon Frameset - 2016,2016,1799.99,Trek,Mountain Bikes
438,4,13,2,269.99,0.05,512.981,314,4,2016-09-16,2016-09-19,2016-09-18,3,8,Completed,Javier,Nichols,Javier Nichols,,javier.nichols@msn.com,8944 Marconi St. ,Rowlett,TX,75088,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088,Kali Vargas,Electra Cruiser 1 (24-Inch) - 2016,2016,269.99,Electra,Cruisers Bicycles
439,1,6,2,469.99,0.07,874.1813999999999,149,4,2016-09-17,2016-09-20,2016-09-18,2,6,Completed,Meredith,Bryan,Meredith Bryan,,meredith.bryan@hotmail.com,8935 E. Oxford St. ,Spring Valley,NY,10977,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Surly Ice Cream Truck Frameset - 2016,2016,469.99,Surly,Mountain Bikes
439,2,7,2,3999.99,0.05,7599.980999999999,149,4,2016-09-17,2016-09-20,2016-09-18,2,6,Completed,Meredith,Bryan,Meredith Bryan,,meredith.bryan@hotmail.com,8935 E. Oxford St. ,Spring Valley,NY,10977,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Trek Slash 8 27.5 - 2016,2016,3999.99,Trek,Mountain Bikes
440,1,19,2,449.0,0.07,835.14,882,4,2016-09-17,2016-09-18,2016-09-19,2,7,Completed,Hilda,Harvey,Hilda Harvey,,hilda.harvey@gmail.com,9808 W. Cleveland Ave. ,Ballston Spa,NY,12020,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita Daniel,Pure Cycles William 3-Speed - 2016,2016,449.0,Pure Cycles,Cruisers Bicycles
440,2,4,2,2899.99,0.07,5393.9814,882,4,2016-09-17,2016-09-18,2016-09-19,2,7,Completed,Hilda,Harvey,Hilda Harvey,,hilda.harvey@gmail.com,9808 W. Cleveland Ave. ,Ballston Spa,NY,12020,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita Daniel,Trek Fuel EX 8 29 - 2016,2016,2899.99,Trek,Mountain Bikes
441,1,12,1,549.99,0.07,511.4907,704,4,2016-09-18,2016-09-19,2016-09-19,1,2,Completed,Morton,Barron,Morton Barron,(661) 386-4884,morton.barron@msn.com,542 Circle Rd. ,Bakersfield,CA,93306,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya Copeland,Electra Townie Original 21D - 2016,2016,549.99,Electra,Cruisers Bicycles
441,2,15,1,529.99,0.1,476.991,704,4,2016-09-18,2016-09-19,2016-09-19,1,2,Completed,Morton,Barron,Morton Barron,(661) 386-4884,morton.barron@msn.com,542 Circle Rd. ,Bakersfield,CA,93306,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya Copeland,Electra Moto 1 - 2016,2016,529.99,Electra,Cruisers Bicycles
442,1,16,2,599.99,0.07,1115.9814,667,4,2016-09-18,2016-09-21,2016-09-21,2,7,Completed,Etsuko,Garrison,Etsuko Garrison,,etsuko.garrison@yahoo.com,1 Arrowhead Street ,Richmond Hill,NY,11418,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita Daniel,Electra Townie Original 7D EQ - 2016,2016,599.99,Electra,Cruisers Bicycles
442,2,26,2,599.99,0.2,959.984,667,4,2016-09-18,2016-09-21,2016-09-21,2,7,Completed,Etsuko,Garrison,Etsuko Garrison,,etsuko.garrison@yahoo.com,1 Arrowhead Street ,Richmond Hill,NY,11418,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita Daniel,Electra Townie Original 7D EQ - 2016,2016,599.99,Electra,Comfort Bicycles
442,3,6,2,469.99,0.2,751.984,667,4,2016-09-18,2016-09-21,2016-09-21,2,7,Completed,Etsuko,Garrison,Etsuko Garrison,,etsuko.garrison@yahoo.com,1 Arrowhead Street ,Richmond Hill,NY,11418,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita Daniel,Surly Ice Cream Truck Frameset - 2016,2016,469.99,Surly,Mountain Bikes
443,1,5,1,1320.99,0.05,1254.9405,1371,4,2016-09-18,2016-09-19,2016-09-20,2,6,Completed,Pandora,Estes,Pandora Estes,,pandora.estes@aol.com,228 Shadow Brook Drive ,New Hyde Park,NY,11040,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Heller Shagamaw Frame - 2016,2016,1320.99,Heller,Mountain Bikes
443,2,26,1,599.99,0.2,479.992,1371,4,2016-09-18,2016-09-19,2016-09-20,2,6,Completed,Pandora,Estes,Pandora Estes,,pandora.estes@aol.com,228 Shadow Brook Drive ,New Hyde Park,NY,11040,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Electra Townie Original 7D EQ - 2016,2016,599.99,Electra,Comfort Bicycles
444,1,22,1,269.99,0.07,251.0907,30,4,2016-09-19,2016-09-20,2016-09-21,1,2,Completed,Jamaal,Albert,Jamaal Albert,,jamaal.albert@gmail.com,853 Stonybrook Street ,Torrance,CA,90505,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya Copeland,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,269.99,Electra,Children Bicycles
444,2,15,2,529.99,0.07,985.7814,30,4,2016-09-19,2016-09-20,2016-09-21,1,2,Completed,Jamaal,Albert,Jamaal Albert,,jamaal.albert@gmail.com,853 Stonybrook Street ,Torrance,CA,90505,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya Copeland,Electra Moto 1 - 2016,2016,529.99,Electra,Cruisers Bicycles
444,3,20,2,599.99,0.05,1139.981,30,4,2016-09-19,2016-09-20,2016-09-21,1,2,Completed,Jamaal,Albert,Jamaal Albert,,jamaal.albert@gmail.com,853 Stonybrook Street ,Torrance,CA,90505,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya Copeland,Electra Townie Original 7D EQ - Women's - 2016,2016,599.99,Electra,Cruisers Bicycles
444,4,16,1,599.99,0.1,539.991,30,4,2016-09-19,2016-09-20,2016-09-21,1,2,Completed,Jamaal,Albert,Jamaal Albert,,jamaal.albert@gmail.com,853 Stonybrook Street ,Torrance,CA,90505,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya Copeland,Electra Townie Original 7D EQ - 2016,2016,599.99,Electra,Cruisers Bicycles
444,5,10,2,1549.0,0.2,2478.4,30,4,2016-09-19,2016-09-20,2016-09-21,1,2,Completed,Jamaal,Albert,Jamaal Albert,,jamaal.albert@gmail.com,853 Stonybrook Street ,Torrance,CA,90505,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya Copeland,Surly Straggler - 2016,2016,1549.0,Surly,Cyclocross Bicycles
